Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121,Neversoft,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86,80,8.7,348,Capcom,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Others,1.16,2.12,0,0.6,3.88,94,32,8.1,9073,Others,M
NBA 2K16,PS4,2015,Sports,Take-Two Inc.,2.49,0.66,0.03,0.69,3.88,87,51,6.7,364,Visual Concepts,E10+
Tekken 5,PS2,2005,Fighting,Namco Bandai,0.93,1.94,0.31,0.7,3.87,88,62,8.6,229,Namco,T
MotorStorm,PS3,2006,Racing,Sony,1.53,1.6,0.06,0.67,3.87,84,9,7.4,220,Others,T
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami,0.16,1.89,1.12,0.68,3.85,91,26,9.1,38,Others,E
Sports Champions,PS3,2010,Sports,Sony,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104,Others,E10+
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1564,Others,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59,22,4,4,Others,E
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80,64,7,2219,Others,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,Nintendo,E
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0,0.36,3.76,77,60,7.5,66,Trav. Tales,E10+
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,79,21,8,29,Maxis,T
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,64,11,7.5,41,Others,E
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,Others,E
Spyro: Year of the Dragon,PS,2000,Platform,Sony,1.93,1.58,0,0.19,3.71,91,15,8.8,207,Others,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88,36,8.1,840,Ubisoft,M
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56,EA Canada,E
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128,Neversoft,T
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15,7.3,13,Others,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Inc.,1.65,1.21,0,0.79,3.65,74,34,8.4,31,Others,E10+
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,Others,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,Others,E
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami,0.05,0,0.64,2.93,3.63,82,10,7.9,38,Konami,E
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013,Capcom,M
Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.32,0.96,0,0.34,3.62,86,18,7.6,71,Vicarious Visions,T
FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91,56,7.6,203,EA Sports,E
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,Others,T
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,7.7,32,Others,T
Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161,Nintendo,E
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,Others,M
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84,30,9,268,Others,T
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70,39,8,9,Others,E
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Inc.,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112,Others,M
The Getaway,PS2,2002,Action,Sony,1.23,1.77,0.05,0.49,3.54,72,49,6.8,88,Others,M
James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,Others,T
FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,EA Sports,E
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,Others,M
Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.27,0.9,0,0.33,3.5,72,59,4.1,1005,Others,M
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83,91,7.5,523,Capcom,M
Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,Ubisoft,M
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,Others,M
Batman: Arkham Asylum,X360,2009,Action,Eidos,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080,Others,T
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,Others,M
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,Others,M
Guitar Hero: On Tour,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,Vicarious Visions,E10+
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83,30,8.4,28,Others,E
Borderlands,X360,2009,Shooter,Take-Two Inc.,2.4,0.71,0.03,0.29,3.44,84,83,8.2,715,Others,M
Tekken 4,PS2,2002,Fighting,Namco Bandai,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,Namco,T
Grand Theft Auto 2,PS,1998,Action,Take-Two Inc.,1.13,2.07,0,0.22,3.42,70,15,8,67,Others,T
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami,1.09,1.36,0.49,0.48,3.41,93,86,8.2,3943,Others,M
Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80,50,8.9,106,Treyarch,T
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35,EA Canada,E
LittleBigPlanet 2,PS3,2011,Platform,Sony,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657,Others,E
Crash Bash,PS,2000,Misc,Sony,1.56,1.47,0.19,0.17,3.39,68,12,8.2,99,Eurocom  Software,E
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,Others,M
LEGO Batman: The Videogame,X360,2008,Action,Wanrner Bros.,2.04,1.02,0,0.32,3.38,76,49,7.9,75,Trav. Tales,E10+
Destiny,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,Others,T
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,Ubisoft,M
James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77,20,8.5,66,Eurocom  Software,T
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82,Others,T
The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87,75,7.8,228,Nintendo,E10+
Max Payne,PS2,2001,Shooter,Take-Two Inc.,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,Others,M
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701,Ubisoft,M
The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,Others,T
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsofts,2.61,0.33,0,0.34,3.28,82,74,7.5,563,Others,M
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77,39,8,94,Others,M
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86,62,9.2,111,Others,E10+
FIFA 16,XOne,2015,Sports,Electronic Arts,0.89,2.12,0,0.24,3.25,84,45,4.4,459,EA Sports,E
Wii Music,Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63,43,4.6,116,Nintendo,E
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.34,0.3,0,0.6,3.24,83,37,5.9,180,EA Sports,E
Gran Turismo 6,PS3,2013,Racing,Sony,0.72,1.67,0.4,0.44,3.23,81,81,7.7,758,Others,E
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsofts,1.91,1,0.03,0.29,3.23,85,69,7.2,1267,Others,M
Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88,85,8.7,691,Nintendo,E
God of War: Chains of Olympus,PSP,2008,Action,Sony,1.48,1,0.04,0.66,3.18,91,79,8.6,565,Others,M
Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62,30,8.1,137,Others,T
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83,67,8,463,Square Enix,T
Dance Central,X360,2010,Misc,Others,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,Others,T
L.A. Noire,PS3,2011,Adventure,Take-Two Inc.,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010,Others,M
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Others,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,Namco,E
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,Nintendo,E
FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,83,12,6.5,36,EA Canada,E
Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87,19,9,107,Neversoft,E
Mario Party 9,Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73,45,6.8,155,Others,E
Sonic Rush,DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82,43,8.5,101,Others,E
Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83,48,9,63,Nintendo,E
Fallout: New Vegas,PS3,2010,Role-Playing,Others,1.52,1.03,0.1,0.46,3.11,82,57,7.8,492,Others,M
Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.9,1,1.03,0.17,3.11,81,12,7.8,10,Others,E
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45,8,604,Others,M
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91,81,8.9,1057,Nintendo,E
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74,34,5.4,1304,Capcom,M
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3143,Others,M
Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67,28,7.9,71,Others,T
Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,EA Sports,E
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07,75,18,7.8,22,Maxis,T
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66,60,6.9,106,Nintendo,E
The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05,70,74,3.9,2057,Maxis,T
Borderlands 2,X360,2012,Shooter,Take-Two Inc.,1.89,0.88,0.04,0.25,3.05,89,59,8.2,892,Others,M
LEGO Batman: The Videogame,DS,2008,Action,Wanrner Bros.,1.75,1.01,0,0.29,3.05,72,16,8,16,Others,E10+
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.04,75,42,7.4,32,Others,E10+
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3725,Others,M
Heavy Rain,PS3,2010,Adventure,Sony,1.29,1.21,0.06,0.47,3.03,87,107,7.7,2759,Others,M
Saints Row 2,X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,81,75,8.1,307,Others,M
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02,93,46,8.5,121,Ubisoft,T
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87,26,6.3,616,EA Canada,E
Killzone 2,PS3,2009,Shooter,Sony,1.4,1.06,0.08,0.47,3.01,91,94,8.1,1505,Others,M
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3,91,39,8.6,1247,Ubisoft,M
Epic Mickey,Wii,2010,Platform,Disneys,2.04,0.63,0.12,0.22,3,73,78,7,131,Others,E
NBA 2K13,X360,2012,Sports,Take-Two Inc.,2.6,0.2,0.01,0.19,3,88,41,7.2,131,Visual Concepts,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3,73,24,9.2,173,Others,T
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99,82,23,6.6,20,Maxis,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami,0.12,1.26,1.16,0.45,2.99,93,24,9.1,65,Others,E
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,Capcom,M
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.96,85,73,5.9,2748,Others,T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Wanrner Bros.,1.01,1.43,0.05,0.47,2.96,84,85,8.1,1886,Others,M
Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64,29,7.8,94,Others,E
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos,1.36,1.15,0.04,0.41,2.96,85,19,7.8,78,Others,M
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,Others,M
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,Others,M
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony,2.22,0.51,0.06,0.15,2.94,87,42,9,93,Others,M
Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,Others,E
Street Fighter IV,X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93,77,7.3,292,Capcom,T
inFAMOUS,PS3,2009,Action,Sony,1.76,0.68,0.12,0.37,2.93,85,98,8.3,1172,Others,T
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76,40,8.8,76,Others,E
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0,0.27,2.92,78,7,4.3,700,Others,M
Mass Effect,X360,2007,Role-Playing,Microsofts,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,Others,M
Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9,73,21,8.6,30,Others,E
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami,0.08,1.24,1.13,0.45,2.9,93,28,9,45,Others,E
Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.89,67,45,6.8,18,Others,E10+
Hot Shots Golf 3,PS2,2001,Sports,Sony,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16,Others,E
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61,37,5.3,23,Others,E
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76,49,7.7,69,Others,T
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83,61,7.4,179,Others,E10+
Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.15,0,0.17,2.86,81,36,5.8,179,EA Tiburon,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87,34,8.7,111,Others,T
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83,29,7.8,1530,Ubisoft,M
Mortal Kombat,PS3,2011,Fighting,Wanrner Bros.,1.98,0.53,0,0.34,2.84,84,60,8.4,494,Others,M
Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83,85,58,6.1,90,EA Tiburon,E
BioShock,X360,2007,Shooter,Take-Two Inc.,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,Others,M
Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97,70,9.3,747,Others,T
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791,Ubisoft,M
Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75,56,7.5,286,Others,M
inFAMOUS: Second Son,PS4,2014,Action,Sony,1.28,0.98,0.07,0.46,2.79,80,90,7.9,2944,Others,T
NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79,89,22,8.6,39,Others,E
Jak II,PS2,2003,Platform,Sony,1.68,0.74,0,0.36,2.78,87,47,8.2,241,Others,T
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,Others,E10+
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0,0.3,2.78,81,11,5.6,31,Others,E10+
Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0,0.46,2.78,89,61,7.5,4926,Others,M
Mortal Kombat X,PS4,2015,Fighting,Wanrner Bros.,1.5,0.8,0,0.48,2.78,83,81,7.7,836,Others,M
The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,83,33,7.7,46,Others,T
Killzone 3,PS3,2011,Shooter,Sony,1.45,0.86,0.09,0.38,2.77,84,85,7.9,942,Others,M
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.77,0,0.26,2.77,73,74,6.7,389,Others,T
Yoshi's Island DS,DS,2006,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81,42,7.4,67,Others,E
Saints Row: The Third,X360,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76,84,70,7.6,490,Others,M
Tekken 6,PS3,2009,Fighting,Namco Bandai,1.2,0.97,0.17,0.42,2.75,79,63,7.4,211,Others,T
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69,44,6.6,174,Others,E
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95,30,9.1,314,Capcom,E
Onimusha: Warlords,PS2,2001,Action,Others,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,Capcom,M
L.A. Noire,X360,2011,Adventure,Take-Two Inc.,1.52,0.92,0.02,0.24,2.7,89,83,7.8,893,Others,M
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233,Treyarch,T
Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69,78,55,5.9,94,EA Tiburon,E
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84,32,9,41,Trav. Tales,E10+
Killzone: Shadow Fall,PS4,2013,Shooter,Sony,0.89,1.33,0.08,0.39,2.69,73,88,6.8,2102,Others,M
Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69,84,47,5.7,120,EA Tiburon,E
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68,93,52,9.1,271,Others,T
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79,51,7.7,18,Nintendo,E
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,83,58,8.7,52,Others,E10+
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,77,39,8.2,69,Treyarch,T
Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67,92,17,8.6,80,Others,T
Fable,XB,2004,Role-Playing,Microsofts,1.99,0.58,0,0.09,2.66,85,87,8.5,268,Others,M
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.63,0,0.25,2.66,85,67,6.3,171,Neversoft,T
FIFA 17,XOne,2016,Sports,Electronic Arts,0.43,2.05,0,0.17,2.65,84,50,5.5,201,Others,E
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65,89,24,7.7,102,Others,T
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.4,0.04,0.52,2.65,84,55,6.9,113,Others,E
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47,Others,T
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,79,53,6.6,707,Square Enix,T
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Inc.,2,0.47,0.02,0.14,2.63,78,18,7.8,21,Others,T
Skate 3,X360,2010,Sports,Electronic Arts,1.47,0.93,0,0.24,2.63,80,65,8,127,Others,T
ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62,90,37,8.2,84,Visual Concepts,E
Halo Wars,X360,2009,Strategy,Microsofts,1.54,0.8,0.04,0.24,2.62,82,92,7.2,454,Others,T
NBA 2K12,X360,2011,Sports,Take-Two Inc.,2.31,0.14,0.01,0.16,2.62,90,42,7.7,134,Visual Concepts,E
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,90,63,7.5,133,EA Sports,E
Medal of Honor,X360,2010,Shooter,Electronic Arts,1.56,0.8,0.04,0.21,2.61,74,71,6.7,288,Others,M
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,71,16,7.6,49,Electronic Arts,E
God of War Collection,PS3,2009,Action,Sony,1.7,0.44,0.06,0.4,2.6,91,50,8.7,529,Others,M
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59,84,21,8.1,44,EA Canada,E
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79,47,8,124,Others,E10+
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87,42,7.5,108,EA Canada,E
Style Savvy,DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,73,4,7.7,7,Others,E
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,80,27,8.6,57,Yuke's,T
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.81,0,0.24,2.57,80,24,7.4,114,Trav. Tales,E10+
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,78,11,7.8,17,EA Tiburon,E
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72,38,8.7,83,Capcom,T
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56,73,28,8.3,179,Others,E
Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.22,0,0.23,2.56,83,22,5.5,101,EA Tiburon,E
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.55,0.03,0.22,2.56,86,68,7.9,725,Others,M
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,73,37,8,89,Others,E
LittleBigPlanet,PSP,2009,Platform,Sony,0.64,1.22,0.01,0.67,2.54,87,68,7.8,98,Others,E10+
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53,83,50,7,125,EA Tiburon,E
Crazy Taxi,PS2,2001,Racing,Others,1.13,1.12,0.06,0.22,2.52,80,15,7.9,46,Others,T
Art Academy,DS,2010,Misc,Nintendo,0.26,1.65,0.33,0.28,2.52,75,15,8,5,Others,E
NBA 2K14,X360,2013,Sports,Take-Two Inc.,2.1,0.19,0,0.23,2.52,87,23,4.9,150,Visual Concepts,E
Skylanders Giants,Wii,2012,Action,Activision,1.48,0.83,0,0.21,2.52,78,8,7,20,Others,E10+
Deca Sports,Wii,2008,Sports,Konami,1.11,0.85,0.29,0.25,2.5,50,23,5.4,16,Others,E
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,82,68,7.5,120,Others,T
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,1.81,0.52,0,0.15,2.49,79,31,8.8,96,Midway,M
Game Party,Wii,2007,Misc,Midway Games,1.47,0.77,0,0.24,2.48,25,8,4.3,26,Midway,E
Bloodborne,PS4,2015,Action,Sony,1.03,0.81,0.26,0.38,2.48,92,100,8.6,6383,From Software,M
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,70,26,7.4,74,Others,E
Pure,X360,2008,Racing,Disneys,1.38,0.84,0,0.25,2.47,85,55,7.7,83,Others,E
NBA 2K13,PS3,2012,Sports,Take-Two Inc.,1.73,0.43,0.05,0.27,2.47,90,26,8,99,Visual Concepts,E
Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.04,0.18,0.38,2.47,82,50,7.7,384,Others,M
Resistance 2,PS3,2008,Shooter,Sony,1.15,0.84,0.1,0.38,2.46,87,79,6.1,1889,Others,M
NBA 2K15,PS4,2014,Sports,Take-Two Inc.,1.47,0.54,0.01,0.43,2.45,83,50,7,291,Visual Concepts,E
